nid,label,predlnV,predlnM,lnV,lnm,vk,vb,mk,mb,tt
128915_1,FALSE,0.2902832,0.3371582,0.17457135,0.20042731,0.2903,4.066,0.3372,4.41,12.1
101957_0,TRUE,0.29125977,0.34204102,0.4196699,0.4555284,0.2913,3.24,0.342,3.146,12.3
215325_0,TRUE,0.28979492,0.3408203,0.17605405,0.31643492,0.2898,4.06,0.3408,4.42,12.2
108624_0,TRUE,0.29101562,0.34228516,0.5234233,0.47458723,0.291,3.428,0.3423,3.303,13.566667
210727_1,TRUE,0.22570801,0.2541504,0.17399132,0.24363546,0.2257,4.1,0.2542,4.426,12.133333
117456_0,TRUE,0.29370117,0.34570312,0.3222668,0.24598572,0.2937,3.51,0.3457,3.396,9.1
212222_0,TRUE,0.29174805,0.34350586,-0.11544928,0.34566414,0.2917,4,0.3435,4.26,13.2
201528_3,TRUE,0.16662598,0.19140625,4.8418684,5.7830095,0.1666,4.066,0.1914,4.266,16.833334
218391_2,TRUE,0.28979492,0.33691406,0.2586988,0.44115546,0.2898,4.043,0.337,4.41,14.266666
100994_1,TRUE,0.29077148,0.3413086,0.46068838,0.48024836,0.2908,3.93,0.3413,4.05,12.133333
102488_5,TRUE,0.17358398,0.1986084,3.3039694,3.5596368,0.1736,4.1,0.1986,4.41,11.966666
120790_0,TRUE,0.2902832,0.33764648,0.73862714,0.7953857,0.2903,4.06,0.3376,4.32,11.166667
118844_0,TRUE,0.2927246,0.34423828,0.46137872,0.4281468,0.2927,3.295,0.3442,3.168,12.833333
211972_0,TRUE,0.29248047,0.34545898,0.3367891,0.33358505,0.2925,3.729,0.3455,3.713,12.3
110217_3,TRUE,0.29101562,0.34301758,0.2361447,0.3531371,0.291,4.035,0.343,4.36,11.666667
205766_0,FALSE,0.2919922,0.34594727,0.12208248,0.16782106,0.292,3.271,0.346,3.072,13.666667
124524_1,TRUE,0.29248047,0.3461914,0.67447054,0.59521455,0.2925,3.309,0.3462,3.107,11
100012_0,TRUE,0.28710938,0.33129883,0.33481452,0.39793828,0.287,4.055,0.3313,4.508,11.566667
133118_1,FALSE,0.2927246,0.34521484,0.00386551,0.07489187,0.2927,3.816,0.3452,3.854,12.1
132606_0,TRUE,0.29052734,0.34594727,0.40410694,1.076296,0.2905,3.324,0.346,3.146,12.833333
100147_0,TRUE,0.28735352,0.33520508,1.9155949,1.8381728,0.2874,4.062,0.3352,4.383,10.733334
118939_3,TRUE,0.29003906,0.3395996,0.3551723,0.2896382,0.29,4.066,0.3396,4.492,12.133333
112506_1,TRUE,0.2915039,0.34179688,0.35371768,0.35865068,0.2915,3.828,0.3418,3.86,11.2
215151_0,TRUE,0.2919922,0.34545898,0.5212083,0.6115689,0.292,3.293,0.3455,3.09,12.066667
119187_1,FALSE,0.29052734,0.34326172,-0.19377935,0.005506111,0.2905,4.062,0.3433,4.508,13.266666
124864_0,TRUE,0.29052734,0.34204102,0.8461531,0.94831854,0.2905,4.062,0.342,4.43,10.866667
216085_0,TRUE,0.2915039,0.3461914,0.49061254,0.43167627,0.2915,3.451,0.3462,3.291,13.133333
127347_1,FALSE,0.28979492,0.3395996,0.29248795,0.037087653,0.2898,3.996,0.3396,4.215,12.333333
125834_2,TRUE,0.2890625,0.34057617,0.59364593,0.6336589,0.289,3.863,0.3406,3.957,12.833333
204571_1,TRUE,0.29223633,0.34570312,0.3516285,0.7308357,0.2922,3.3,0.3457,3.174,13.033334
210754_3,TRUE,0.2927246,0.34521484,0.38799742,0.2706797,0.2927,3.865,0.3452,3.938,13.533334
205551_0,TRUE,0.29248047,0.34570312,0.39516214,0.43491685,0.2925,3.467,0.3457,3.299,12.566667
212922_0,FALSE,0.2915039,0.3449707,0.052903112,0.117793635,0.2915,3.203,0.345,3.002,15.366667
120619_0,TRUE,0.29077148,0.34521484,-0.03625495,-0.038024206,0.2908,3.488,0.3452,3.322,12.166667
128723_0,TRUE,0.28979492,0.34350586,0.68566084,0.64107466,0.2898,3.736,0.3435,3.766,12.2
118248_2,TRUE,0.29296875,0.34521484,1.3596016,1.8887788,0.293,3.227,0.3452,2.996,10.7
205751_0,FALSE,0.29003906,0.3408203,0.07329863,0.030539744,0.29,4.062,0.3408,4.508,12.6
208801_0,FALSE,0.29296875,0.3466797,-0.057731587,0.070634164,0.293,3.598,0.3467,3.514,12.133333
108577_0,FALSE,0.2836914,0.32666016,0.07185197,0.07279566,0.2837,4.027,0.3267,4.527,11.933333
120378_0,FALSE,0.2861328,0.33374023,0.15957949,0.13826747,0.2861,4.035,0.3337,4.51,12.066667
120588_3,TRUE,0.28271484,0.32592773,0.254649,0.3596902,0.2827,4.027,0.326,4.53,12.6
126558_1,FALSE,0.29077148,0.3449707,0.053163245,0.1438214,0.2908,3.61,0.345,3.592,12.133333
218406_1,FALSE,0.29223633,0.34521484,0.13537474,0.15441434,0.2922,3.53,0.3452,3.393,13.766666
217203_1,TRUE,0.29003906,0.3388672,0.41743883,0.6345869,0.29,4.027,0.3389,4.426,13.7
118652_16,TRUE,0.29174805,0.34521484,0.35849437,0.34690925,0.2917,3.41,0.3452,3.24,11.6
106194_0,TRUE,0.2915039,0.34692383,0.4057131,0.533907,0.2915,3.523,0.347,3.441,12.833333
212993_0,FALSE,0.2927246,0.34716797,0.08002437,0.12262465,0.2927,3.396,0.3472,3.254,11.866667
126955_0,TRUE,0.29248047,0.34375,0.64459395,0.86422634,0.2925,3.94,0.3438,4.105,13.066667
100619_0,TRUE,0.29125977,0.33935547,0.9798545,0.93709016,0.2913,3.893,0.3394,3.986,10.866667
129814_2,TRUE,0.2919922,0.34692383,0.3993026,0.37799326,0.292,3.367,0.347,3.21,11.733334
129386_0,FALSE,0.2927246,0.34765625,0.053732224,0.025863063,0.2927,3.484,0.3477,3.41,12.4
127194_6,TRUE,0.28295898,0.32763672,0.40337303,0.33277765,0.283,4.043,0.3276,4.492,11.266666
209510_1,TRUE,0.2927246,0.34643555,0.47433704,0.32054114,0.2927,3.557,0.3464,3.43,8.866667
209510_2,TRUE,0.29052734,0.3408203,0.37484354,0.31700805,0.2905,4.074,0.3408,4.473,8.866667
214728_0,TRUE,0.29248047,0.34716797,-0.10943592,0.44406334,0.2925,3.854,0.3472,3.947,11.9
103388_0,FALSE,0.29101562,0.3461914,-0.4153823,0.13222705,0.291,3.244,0.3462,3.076,14.766666
130133_1,TRUE,0.28881836,0.3371582,0.18053056,0.21626493,0.2888,4.027,0.3372,4.516,11.1
206737_0,TRUE,0.29101562,0.34301758,0.29349977,0.42511523,0.291,3.94,0.343,4.215,11.033334
205089_2,TRUE,0.2919922,0.3449707,0.10907987,0.3719911,0.292,3.605,0.345,3.533,12.8
125834_1,TRUE,0.29248047,0.34594727,0.5455867,0.38802767,0.2925,3.328,0.346,3.117,12.833333
210090_1,TRUE,0.29248047,0.3474121,0.5861473,0.7247576,0.2925,3.629,0.3474,3.555,13.6
203492_0,FALSE,0.29248047,0.34643555,0.18153958,0.1761451,0.2925,3.688,0.3464,3.66,12.333333
127347_0,FALSE,0.29296875,0.34545898,0.22291674,0.19590883,0.293,3.383,0.3455,3.205,12.333333
213429_0,TRUE,0.2919922,0.3474121,0.16581298,0.31805995,0.292,3.31,0.3474,3.102,12.233334
216422_2,TRUE,0.29174805,0.3466797,0.36353537,0.29991016,0.2917,3.32,0.3467,3.152,20.266666
204120_0,TRUE,0.29174805,0.34692383,0.529706,0.16776682,0.2917,3.596,0.347,3.512,10.466666
120289_0,TRUE,0.28833008,0.33935547,0.518072,0.48942655,0.2883,4.027,0.3394,4.375,13.3
128072_5,TRUE,0.2927246,0.3461914,0.27101523,0.28105533,0.2927,3.502,0.3462,3.428,11.166667
125171_0,TRUE,0.29052734,0.34521484,0.345996,0.58631724,0.2905,3.535,0.3452,3.416,11.9
110817_0,TRUE,0.29077148,0.34570312,0.3122756,0.46505937,0.2908,3.314,0.3457,3.172,11.666667
